sample_id,county,region,altitude_m,annual_rainfall_mm,temp_max_c,temp_min_c,soil_ph,humidity_pct,soil_nitrogen_pct,organic_carbon_pct,slope_degrees,drainage,soil_type,dominant_land_use,suitable_tea,suitable_maize,suitable_wheat,suitable_sorghum,suitable_coffee,suitable_beans
743,Homa Bay,Nyanza,1144.5,1341.4,30.8,16.2,5.66,60.7,0.801,1.309,5.8,Moderately drained,Chromic Luvisols,Maize/Sorghum,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
744,Meru,Eastern,990.6,1101.9,30.0,18.2,5.72,62.9,1.198,1.476,9.1,Moderately drained,Chromic Cambisols,Tea/Miraa,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
745,Bomet,Rift Valley,2090.3,1317.4,21.7,14.4,5.35,68.3,1.993,2.958,4.1,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
746,Nyeri,Central,2327.1,1705.7,23.6,11.7,5.24,69.2,2.144,2.212,9.9,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
747,Kericho,Rift Valley,2125.6,1710.8,22.2,13.8,5.23,79.0,2.37,2.694,8.2,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable,Highly Suitable
748,Kisii,Nyanza,1752.5,1766.8,26.5,14.0,5.63,71.7,1.148,2.72,12.1,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
749,Murang'a,Central,1516.8,1425.6,24.6,16.3,5.55,73.5,1.211,2.507,10.7,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
750,Nairobi,Nairobi,1649.4,786.9,21.9,13.0,5.68,63.0,1.115,1.684,2.5,Moderately drained,Chromic Luvisols,Urban/Horticulture,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
751,Baringo,Rift Valley,1940.6,1001.9,32.3,19.8,6.63,61.5,0.637,1.38,10.6,Moderately drained,Eutric Vertisols,Maize/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
752,Nyeri,Central,2441.0,1466.8,19.4,11.9,4.78,70.8,1.907,3.806,13.1,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
753,Kajiado,Rift Valley,1182.1,657.0,34.0,16.1,7.59,35.6,0.728,0.312,11.4,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
754,Elgeyo Marakwet,Rift Valley,2557.1,1193.9,19.4,9.4,5.9,67.4,1.191,1.687,27.1,Well drained,Eutric Vertisols,Maize/Wheat,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
755,Murang'a,Central,1646.6,1602.8,27.3,14.4,4.98,73.6,1.475,3.198,9.9,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
756,Kisii,Nyanza,1630.4,1822.1,27.2,15.8,4.94,78.4,1.704,2.685,10.4,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable
757,Wajir,North Eastern,374.0,342.9,33.9,24.1,8.14,36.7,0.105,0.194,2.5,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
758,Kajiado,Rift Valley,1856.2,534.9,32.0,14.8,7.2,54.9,0.65,0.88,4.9,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
759,Trans Nzoia,Rift Valley,1941.7,963.4,23.6,11.0,6.55,63.8,1.175,1.855,1.7,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
760,Nandi,Rift Valley,1717.8,1725.4,24.9,12.4,5.39,76.1,1.737,2.204,4.8,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
761,Isiolo,Eastern,1005.0,505.9,33.5,21.7,7.22,48.7,0.254,0.24,9.8,Excessively drained,Chromic Luvisols,Livestock,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
762,Embu,Eastern,1912.9,1245.2,26.0,16.9,5.09,63.2,1.576,1.795,6.6,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
763,Mombasa,Coast,73.3,827.7,32.9,26.6,7.04,72.8,0.626,1.213,3.4,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
764,Elgeyo Marakwet,Rift Valley,2044.6,1102.7,19.0,13.9,5.99,59.3,1.31,1.464,29.2,Well drained,Eutric Vertisols,Maize/Wheat,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
765,Kakamega,Western,1742.9,2069.4,25.4,17.9,5.2,75.0,1.429,2.841,7.2,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
766,Vihiga,Western,1495.5,1732.2,25.2,14.2,5.33,78.5,1.699,1.781,6.5,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
767,Murang'a,Central,1752.9,1475.0,25.9,13.3,5.36,71.2,1.761,2.826,13.5,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
768,Nyeri,Central,1794.1,1583.6,21.3,12.6,4.53,74.6,2.599,2.296,19.7,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
769,Nyeri,Central,1870.9,1659.4,18.9,12.3,4.86,74.2,1.646,3.943,19.6,Well drained,Humic Andosols,Tea/Coffee,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
770,Mombasa,Coast,42.6,964.9,28.1,24.2,8.09,80.2,0.618,1.41,0.1,Poorly drained,Calcic Cambisols,Coconut/Cashew,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Not Suitable,Moderately Suitable
771,Machakos,Eastern,1926.1,668.5,31.9,19.9,6.56,45.8,0.823,0.951,4.7,Moderately drained,Chromic Luvisols,Maize/Beans,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
772,Mandera,North Eastern,575.2,314.6,41.7,22.7,7.89,33.5,0.104,0.176,1.6,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
773,Murang'a,Central,1910.9,1364.6,27.0,13.5,5.64,69.2,2.078,3.276,15.3,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
774,Kericho,Rift Valley,1734.7,1613.1,21.2,11.5,5.02,72.7,2.119,4.19,2.2,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
775,West Pokot,Rift Valley,2149.1,999.8,25.4,17.3,6.57,53.5,0.865,1.812,21.1,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
776,Nandi,Rift Valley,1939.5,1511.1,21.2,12.0,5.05,70.5,1.996,3.194,7.0,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
777,Kericho,Rift Valley,1786.6,1761.8,22.3,14.1,4.98,72.5,2.175,3.752,7.0,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
778,Nyamira,Nyanza,1700.4,1612.5,23.3,14.5,5.06,72.8,1.806,1.995,9.1,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
779,Nakuru,Rift Valley,2087.3,1005.4,20.1,13.9,7.21,57.0,0.669,0.909,14.0,Well drained,Eutric Vertisols,Wheat/Pyrethrum,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
780,Marsabit,Eastern,1123.8,392.6,33.7,18.0,7.06,42.7,0.486,0.45,11.6,Excessively drained,Chromic Cambisols,Livestock,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
781,Nyandarua,Central,2260.1,1364.3,19.5,11.0,5.55,63.4,1.674,1.516,8.2,Well drained,Humic Andosols,Wheat/Pyrethrum,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
782,Trans Nzoia,Rift Valley,2243.7,1293.7,21.7,11.9,6.34,65.0,1.571,2.312,5.2,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
783,Trans Nzoia,Rift Valley,2235.5,986.9,22.0,12.1,5.58,66.0,1.383,1.878,3.2,Well drained,Mollic Andosols,Wheat/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
784,Kericho,Rift Valley,1862.7,1903.7,24.1,15.2,5.01,77.7,1.894,3.235,4.7,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
785,Taita Taveta,Coast,1179.4,620.2,28.1,19.6,6.52,69.4,0.731,0.812,23.6,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
786,Narok,Rift Valley,1965.7,680.9,20.7,13.0,6.41,59.7,0.773,1.157,5.2,Well drained,Mollic Vertisols,Wheat/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
787,Makueni,Eastern,1510.1,393.4,32.0,15.1,7.75,47.3,0.606,0.957,7.5,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Not Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
788,Marsabit,Eastern,1116.5,262.4,28.1,19.2,8.31,46.1,0.401,0.736,14.1,Excessively drained,Chromic Cambisols,Livestock,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
789,Meru,Eastern,1674.5,952.5,28.9,14.4,5.7,69.3,1.233,2.795,16.2,Moderately drained,Chromic Cambisols,Tea/Miraa,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
790,Kisii,Nyanza,1805.9,1406.3,26.5,15.7,5.6,79.3,1.118,1.761,18.3,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
791,Homa Bay,Nyanza,1456.2,1110.7,30.6,16.2,6.2,65.7,0.7,0.823,2.2,Moderately drained,Chromic Luvisols,Maize/Sorghum,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
792,Kirinyaga,Central,1972.1,1466.0,20.3,12.8,5.24,72.5,1.573,3.401,6.0,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
793,Vihiga,Western,1464.5,1642.7,27.4,14.2,5.78,77.6,1.298,1.451,6.3,Moderately drained,Ferric Luvisols,Tea/Maize,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
794,Vihiga,Western,1560.1,1811.8,24.5,15.5,5.3,70.4,1.378,1.771,13.9,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
795,Bomet,Rift Valley,1665.5,1497.7,26.5,12.2,5.3,71.4,1.831,3.672,6.7,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
796,Kakamega,Western,1522.5,1971.4,26.0,17.2,5.83,81.6,1.942,2.146,4.6,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
797,Kitui,Eastern,1364.4,560.5,35.3,19.9,7.7,53.7,0.611,0.688,5.2,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
798,Kakamega,Western,1728.8,1734.0,28.4,17.9,5.23,78.2,1.501,2.689,6.6,Moderately drained,Ferric Luvisols,Tea/Sugarcane,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable
799,Bomet,Rift Valley,1767.2,1393.3,24.3,12.6,5.14,76.1,2.084,2.277,4.6,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
800,Kirinyaga,Central,1899.2,1255.1,22.9,11.3,5.06,68.4,2.022,1.897,9.0,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
801,Makueni,Eastern,1554.1,494.2,30.9,17.7,7.3,55.7,0.781,0.501,8.7,Moderately drained,Chromic Luvisols,Sorghum/Mango,Not Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
802,Murang'a,Central,1992.7,1288.3,26.3,14.6,5.25,72.9,1.892,3.485,5.8,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
803,Kericho,Rift Valley,2016.8,1845.1,21.4,15.2,4.66,73.9,1.841,3.682,8.8,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
804,Samburu,Rift Valley,1401.5,431.2,34.7,22.4,7.63,48.5,0.241,0.703,4.7,Excessively drained,Chromic Luvisols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
805,Kajiado,Rift Valley,782.3,275.8,32.6,12.7,8.03,53.3,0.325,0.899,1.9,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Not Suitable
806,Kilifi,Coast,39.8,930.9,31.6,23.0,7.79,75.9,0.466,1.23,5.2,Moderately drained,Ferralic Arenosols,Cashew/Cassava,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
807,Taita Taveta,Coast,1080.8,932.0,31.7,16.6,6.97,54.7,0.733,0.888,20.8,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
808,Embu,Eastern,1524.5,1116.5,27.6,16.3,5.61,69.2,1.182,2.161,13.7,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
809,Nandi,Rift Valley,1963.4,1635.2,26.4,13.2,5.08,78.8,1.903,2.268,3.3,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
810,Kiambu,Central,1540.4,1179.1,23.2,15.9,5.7,66.2,1.464,1.681,8.3,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
811,Wajir,North Eastern,247.5,264.3,34.1,25.3,8.11,29.6,0.287,0.106,1.3,Excessively drained,Haplic Arenosols,Pastoralism,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
812,Migori,Nyanza,1251.3,1156.3,28.9,17.8,5.61,68.9,0.743,1.25,6.9,Moderately drained,Ferric Luvisols,Maize/Tea(marginal),Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable
813,Kiambu,Central,1901.5,1487.4,23.2,12.4,6.01,67.3,1.678,2.661,3.7,Moderately drained,Humic Nitisols,Tea/Horticulture,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
814,Lamu,Coast,50.7,818.9,34.9,27.1,7.14,76.7,0.312,0.402,0.9,Poorly drained,Gleyic Cambisols,Coconut/Fishing,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
815,West Pokot,Rift Valley,1166.9,1217.3,27.1,10.7,6.45,53.5,0.836,0.822,15.0,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
816,Meru,Eastern,1467.0,932.7,25.5,18.0,5.85,58.1,1.604,2.391,16.0,Moderately drained,Chromic Cambisols,Tea/Miraa,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
817,Tharaka Nithi,Eastern,1358.9,1212.0,22.8,18.1,6.24,58.1,0.782,0.691,18.9,Moderately drained,Chromic Cambisols,Mango/Miraa,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
818,Kericho,Rift Valley,2177.4,1859.3,23.7,14.1,4.82,74.5,2.156,4.016,2.1,Well drained,Humic Nitisols,Tea/Forest,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Moderately Suitable,Moderately Suitable
819,Bungoma,Western,1737.1,1303.4,25.1,15.0,6.14,69.1,1.325,1.931,7.4,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
820,Kilifi,Coast,19.4,1039.4,30.6,26.2,7.16,70.2,0.559,0.82,4.5,Moderately drained,Ferralic Arenosols,Cashew/Cassava,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
821,Elgeyo Marakwet,Rift Valley,2500.7,1301.7,21.3,13.7,5.6,66.6,1.239,2.646,28.0,Well drained,Eutric Vertisols,Maize/Wheat,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
822,Tana River,Coast,160.7,686.1,36.8,23.7,8.65,63.6,0.531,0.694,0.9,Poorly drained,Eutric Vertisols,Irrigation/Livestock,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
823,Kitui,Eastern,1065.3,540.1,27.9,22.5,6.79,47.4,0.669,0.43,19.6,Moderately drained,Ferralic Cambisols,Sorghum/Cotton,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
824,Nyamira,Nyanza,1840.4,1308.6,23.3,13.9,4.9,75.4,1.935,2.193,9.4,Moderately drained,Humic Nitisols,Tea/Banana,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
825,Garissa,North Eastern,309.5,290.8,33.0,23.8,8.96,39.6,0.219,0.229,1.8,Excessively drained,Haplic Arenosols,Livestock,Not Suitable,Not Suitable,Not Suitable,Moderately Suitable,Not Suitable,Not Suitable
826,West Pokot,Rift Valley,2152.4,1370.5,27.1,11.2,5.93,66.8,0.747,0.887,22.6,Moderately drained,Chromic Luvisols,Sorghum/Livestock,Moderately Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
827,Bungoma,Western,1596.8,1734.5,24.6,14.6,6.38,77.0,1.549,2.417,2.9,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
828,Murang'a,Central,1543.5,1247.0,22.5,14.2,4.97,72.6,1.262,2.666,18.0,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
829,Bomet,Rift Valley,1748.0,1481.3,26.6,12.2,5.4,73.8,1.908,2.901,3.8,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
830,Kirinyaga,Central,1684.3,1514.2,20.3,11.8,5.44,66.6,1.543,3.27,5.9,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
831,Elgeyo Marakwet,Rift Valley,1545.7,997.5,22.0,11.3,5.59,61.7,1.576,1.866,13.7,Well drained,Eutric Vertisols,Maize/Wheat,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
832,Bungoma,Western,1848.8,1309.9,23.5,13.3,6.43,69.9,1.333,1.884,8.0,Moderately drained,Ferric Luvisols,Sugarcane/Maize,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
833,Tharaka Nithi,Eastern,1327.8,1145.3,31.8,15.6,6.02,62.0,1.149,1.682,6.8,Moderately drained,Chromic Cambisols,Mango/Miraa,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
834,Vihiga,Western,1692.8,1392.2,26.7,15.9,5.36,70.5,1.704,2.737,8.1,Moderately drained,Ferric Luvisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
835,Bomet,Rift Valley,2051.2,1354.0,25.0,14.6,5.44,76.2,1.91,3.183,12.9,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
836,Kirinyaga,Central,2022.4,1576.0,21.0,11.4,5.3,69.1,1.632,1.853,7.1,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
837,Kirinyaga,Central,1625.3,1644.7,19.8,13.9,5.26,71.8,2.19,2.33,8.1,Well drained,Humic Andosols,Tea/Rice,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
838,Nandi,Rift Valley,1647.6,1523.3,22.6,12.1,4.71,79.0,1.58,3.049,7.9,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Highly Suitable
839,Homa Bay,Nyanza,1109.1,1275.1,31.7,18.0,6.37,71.9,1.065,1.088,3.9,Moderately drained,Chromic Luvisols,Maize/Sorghum,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
840,Tana River,Coast,208.0,632.2,33.1,23.2,7.58,65.1,0.413,0.683,4.0,Poorly drained,Eutric Vertisols,Irrigation/Livestock,Not Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Not Suitable,Moderately Suitable
841,Kisii,Nyanza,1699.6,1658.7,24.4,13.0,5.27,72.9,1.761,1.541,13.8,Moderately drained,Humic Nitisols,Tea/Smallholder,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
842,Narok,Rift Valley,2041.3,667.3,23.0,12.6,7.29,52.9,0.822,0.913,2.9,Well drained,Mollic Vertisols,Wheat/Livestock,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Not Suitable,Highly Suitable
843,Kwale,Coast,552.1,825.5,31.6,25.1,6.53,80.3,0.311,1.452,11.2,Moderately drained,Ferralic Arenosols,Cashew/Coconut,Not Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Highly Suitable
844,Uasin Gishu,Rift Valley,2238.2,919.0,18.6,8.2,5.94,59.6,0.982,1.701,7.6,Well drained,Mollic Andosols,Wheat/Maize,Moderately Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
845,Nandi,Rift Valley,2017.2,1777.5,23.2,14.3,4.67,76.0,1.73,2.241,3.9,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Moderately Suitable,Moderately Suitable,Not Suitable,Highly Suitable,Moderately Suitable
846,Bomet,Rift Valley,1945.5,1386.1,21.9,12.7,4.97,72.3,2.148,2.216,11.1,Well drained,Humic Nitisols,Tea/Dairy,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
847,Embu,Eastern,1620.9,1433.7,23.2,15.7,5.13,62.6,1.309,1.895,8.4,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
848,Embu,Eastern,1368.8,1550.5,20.7,16.2,5.55,64.6,1.107,2.735,5.0,Moderately drained,Chromic Cambisols,Coffee/Tea,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable
849,Taita Taveta,Coast,1621.4,932.1,33.6,17.5,6.71,61.5,1.246,0.799,14.0,Well drained,Chromic Cambisols,Horticulture/Sisal,Moderately Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
850,Nandi,Rift Valley,1591.5,1682.1,24.6,12.7,5.2,79.3,2.426,2.902,4.4,Well drained,Humic Nitisols,Tea/Maize,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Highly Suitable
851,Kajiado,Rift Valley,1151.2,827.4,31.5,12.4,7.32,47.5,0.234,0.321,6.0,Excessively drained,Calcic Cambisols,Livestock/Hort,Not Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable,Not Suitable,Moderately Suitable
852,Taita Taveta,Coast,1245.7,727.2,30.7,16.6,5.77,60.0,1.284,0.994,16.5,Well drained,Chromic Cambisols,Horticulture/Sisal,Not Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Highly Suitable
853,Nyandarua,Central,2981.4,963.8,20.6,11.6,5.36,73.2,1.433,3.335,7.9,Well drained,Humic Andosols,Wheat/Pyrethrum,Highly Suitable,Highly Suitable,Highly Suitable,Moderately Suitable,Moderately Suitable,Highly Suitable
